catchment,site,id,type,rank,date,total_capacity,production,liquid_capacity,cake_capacity
BRADFORD ESHOLT/NO 2 STW,DARLEY/STW,146,STW,1,13/07/2020,0.276,0.04692,0,0
KNOSTROP/STW,DARTON/STW,147,STW,1,13/07/2020,3.332,0.56644,0,0
CALDER VALE/STW,DAW LANE/STW,148,STW,1,13/07/2020,0.02,0.0034,0,0
YORK NABURN/STW,DEIGHTON GROVE/STW,149,STW,1,13/07/2020,0.004,0.00068,0,0
ALDWARKE/STW,DENABY/STW,150,STF/T,2,13/07/2020,4.146,2.073,1,0
BRADFORD ESHOLT/NO 2 STW,DENHOLME/NO 2 STW,151,STW,1,13/07/2020,0.46,0.0782,0,0
DEWSBURY/STW,DEWSBURY/STW,152,STF/D,3,13/07/2020,30,22.653,0.5,0
YORK NABURN/STW,DISHFORTH/STW,153,STW,1,13/07/2020,0.088,0.01496,0,0
BRADFORD ESHOLT/NO 2 STW,DOWLEY GAP/STW,154,STW,1,13/07/2020,5.138,0.87346,0,0
BRADFORD ESHOLT/NO 2 STW,DOWNHOLME/STW,155,STW,1,13/07/2020,0.006,0.00102,0,0
BRADFORD ESHOLT/NO 2 STW,DRAUGHTON/STW,156,STW,1,13/07/2020,0.048,0.00816,0,0
KNOSTROP/STW,DRAX/STW,157,STW,1,13/07/2020,0.048,0.00816,0,0
HULL/STW,DRIFFIELD/STW,158,STF/T,2,13/07/2020,2.032,1.016,1,0
OLD WHITTINGTON/STW,DRONFIELD/STW,159,STW,1,13/07/2020,3.62,0.6154,0,0
YORK NABURN/STW,DUGGLEBY/STW,160,STW,1,13/07/2020,0.024,0.00408,0,0
HUDDERSFIELD/NO 2 STF,DUNFORD BRIDGE/STW,161,STW,1,13/07/2020,0.006,0.00102,0,0
BLACKBURN MEADOWS/STW,DUNGWORTH/STW,162,STW,1,13/07/2020,0.004,0.00068,0,0
BRADFORD ESHOLT/NO 2 STW,DUNKESWICK/STW,163,STW,1,13/07/2020,0.004,0.00068,0,0
BRADFORD ESHOLT/NO 2 STW,EARBY/STW,164,STW,1,13/07/2020,1.028,0.17476,0,0
HULL/STW,EASINGTON/STW,165,STW,1,13/07/2020,0.108,0.01836,0,0
YORK NABURN/STW,EASINGWOLD/STW,166,STW,1,13/07/2020,0.79,0.1343,0,0
YORK NABURN/STW,EAST BARNBY/STW,167,STW,1,13/07/2020,0.01,0.0017,0,0
BRADFORD ESHOLT/NO 2 STW,EAST CARLTON/STW,168,STW,1,13/07/2020,0.006,0.00102,0,0
BRADFORD ESHOLT/NO 2 STW,EAST COWTON/STW,169,STW,1,13/07/2020,0.068,0.01156,0,0
BRADFORD ESHOLT/NO 2 STW,EAST HAUXWELL/STW,170,STW,1,13/07/2020,0.006,0.00102,0,0
HULL/STW,EAST HESLERTON/STW,171,STW,1,13/07/2020,0.046,0.00782,0,0
BRADFORD ESHOLT/NO 2 STW,EAST MARTON/STW,172,STW,1,13/07/2020,0.03,0.0051,0,0
HUDDERSFIELD/NO 2 STF,EASTWOOD/STW,173,STW,1,13/07/2020,1.994,0.33898,0,0
KNOSTROP/STW,ECCUP/STW,174,STW,1,13/07/2020,0.002,0.00034,0,0
KNOSTROP/STW,ECCUP/WTW STW,175,STW,1,13/07/2020,0.02,0.0034,0,0
YORK NABURN/STW,EGGBOROUGH/STW,176,STW,1,13/07/2020,0.77,0.1309,0,0
YORK NABURN/STW,EGTON BRIDGE/STW,177,STW,1,13/07/2020,0.048,0.00816,0,0
BRADFORD ESHOLT/NO 2 STW,ELLERBECK/STW,178,STW,1,13/07/2020,0.002,0.00034,0,0
HULL/STW,ELLERKER/NO 2 STW,179,STW,1,13/07/2020,1.422,0.24174,0,0
YORK NABURN/STW,ELLERTON/STW,180,STW,1,13/07/2020,0.006,0.00102,0,0
BRADFORD ESHOLT/NO 2 STW,ELLINGSTRING/STW,181,STW,1,13/07/2020,0.006,0.00102,0,0
YORK NABURN/STW,ELVINGTON/STW,182,STW,1,13/07/2020,0.172,0.02924,0,0
YORK NABURN/STW,ELVINGTON/WTW STW,183,STW,1,13/07/2020,0.02,0.0034,0,0
BRADFORD ESHOLT/NO 2 STW,EMBSAY/STW,184,STW,1,13/07/2020,1.43,0.2431,0,0
YORK NABURN/STW,ESCRICK/STW,185,STW,1,13/07/2020,0.236,0.04012,0,0
BLACKBURN MEADOWS/STW,EWDEN VILLAGE/STW,186,STW,1,13/07/2020,0.006,0.00102,0,0
YORK NABURN/STW,FARLINGTON/STW,187,STW,1,13/07/2020,0.006,0.00102,0,0
BRADFORD ESHOLT/NO 2 STW,FEARBY/STW,188,STW,1,13/07/2020,0.026,0.00442,0,0
BRADFORD ESHOLT/NO 2 STW,FELIXKIRK PIPER HILL/STW,189,STW,1,13/07/2020,0.002,0.00034,0,0
HULL/STW,FILEY/STW,190,STF/T,2,13/07/2020,1.484,0.742,1,0
BRADFORD ESHOLT/NO 2 STW,FINGHALL/STW,191,STW,1,13/07/2020,0.024,0.00408,0,0
YORK NABURN/STW,FIRBY/STW,192,STW,1,13/07/2020,0.004,0.00068,0,0
BRIDLINGTON/STW,FLAMBOROUGH VILLAGE/STW,193,STF/T,2,13/07/2020,0.706,0.353,1,0
BRADFORD ESHOLT/NO 2 STW,FLAPPIT SPRING/STW,194,STW,1,13/07/2020,0.004,0.00068,0,0
YORK NABURN/STW,FLASK INN/STW,195,STW,1,13/07/2020,0.042,0.00714,0,0
BRADFORD ESHOLT/NO 2 STW,FLAWITH/STW,196,STW,1,13/07/2020,0.006,0.00102,0,0
YORK NABURN/STW,FLAXTON/STW,197,STW,1,13/07/2020,0.034,0.00578,0,0
KNOSTROP/STW,FOGGATHORPE/STW,198,STW,1,13/07/2020,0.026,0.00442,0,0
HULL/STW,FOLKTON/STW,199,STW,1,13/07/2020,0.396,0.06732,0,0
HULL/STW,FOSTON ON THE WOLDS/STW,200,STW,1,13/07/2020,0.002,0.00034,0,0
YORK NABURN/STW,FOSTON/STW,201,STW,1,13/07/2020,0.05,0.0085,0,0
BRADFORD ESHOLT/NO 2 STW,FOULRIDGE/STW,202,STW,1,13/07/2020,0.166,0.02822,0,0
HULL/STW,FOXHOLES/STW,203,STW,1,13/07/2020,0.032,0.00544,0,0
YORK NABURN/STW,FRIDAYTHORPE/STW,204,STW,1,13/07/2020,0.044,0.00748,0,0
YORK NABURN/STW,GANTON/STW,205,STW,1,13/07/2020,0.022,0.00374,0,0
DEWSBURY/STW,GARFORTH/STW,206,STW,1,13/07/2020,6.13,1.0421,0,0
BRADFORD ESHOLT/NO 2 STW,GARGRAVE/STW,207,STW,1,13/07/2020,0.294,0.04998,0,0
HULL/STW,GARTON WOLDS/STW,208,STW,1,13/07/2020,0.036,0.00612,0,0
BRADFORD ESHOLT/NO 2 STW,GAYLES/STW,209,STW,1,13/07/2020,0.028,0.00476,0,0
HUDDERSFIELD/NO 2 STF,GIBB LANE/STW,210,STW,1,13/07/2020,0.004,0.00068,0,0
HULL/STW,GILBERDYKE/STW,211,STW,1,13/07/2020,0.442,0.07514,0,0
YORK NABURN/STW,GILLAMOOR/STW,212,STW,1,13/07/2020,0.032,0.00544,0,0
YORK NABURN/STW,GILLING EAST/STW,213,STW,1,13/07/2020,0.036,0.00612,0,0
BRADFORD ESHOLT/NO 2 STW,GILLING WEST/STW,214,STW,1,13/07/2020,0.052,0.00884,0,0
YORK NABURN/STW,GLAISDALE/STW,215,STW,1,13/07/2020,0.06,0.0102,0,0
YORK NABURN/STW,GOATHLAND/NO 3 STW,216,STW,1,13/07/2020,0.054,0.00918,0,0
DEWSBURY/STW,GOOLE RAWCLIFFE/STW,217,STW,1,13/07/2020,0.256,0.04352,0,0
KNOSTROP/STW,GOOLE/STW,218,STF/D,3,13/07/2020,2.78500667,1.471,0,0
DEWSBURY/STW,GRANGE LANE/STW,219,STW,1,13/07/2020,0.004,0.00068,0,0
BRADFORD ESHOLT/NO 2 STW,GRANTLEY/STW,220,STW,1,13/07/2020,0.014,0.00238,0,0
BRADFORD ESHOLT/NO 2 STW,GRASSINGTON/STW,221,STW,1,13/07/2020,0.284,0.04828,0,0
YORK NABURN/STW,GREAT BARUGH/STW,222,STW,1,13/07/2020,0.006,0.00102,0,0
YORK NABURN/STW,GREAT EDSTONE/STW,223,STW,1,13/07/2020,0.02,0.0034,0,0
YORK NABURN/STW,GREAT HABTON/STW,224,STW,1,13/07/2020,0.026,0.00442,0,0
HULL/STW,GREAT HATFIELD/NO 2 STW,225,STW,1,13/07/2020,0.018,0.00306,0,0
BRADFORD ESHOLT/NO 2 STW,GREAT LANGTON/STW,226,STW,1,13/07/2020,0.012,0.00204,0,0
BRADFORD ESHOLT/NO 2 STW,GREAT SMEATON/NO 1 STW,227,STW,1,13/07/2020,0.03,0.0051,0,0
BRADFORD ESHOLT/NO 2 STW,GREAT SMEATON/NO 2 STW,228,STW,1,13/07/2020,0.002,0.00034,0,0
LUNDWOOD/STW,GRIMETHORPE/STW,229,STW,1,13/07/2020,1.826,0.31042,0,0
HULL/STW,GRIMSTON/STW,230,STW,1,13/07/2020,0.004,0.00068,0,0
BRADFORD ESHOLT/NO 2 STW,GRIMWITH/STW,231,STW,1,13/07/2020,0.02,0.0034,0,0
BRADFORD ESHOLT/NO 2 STW,GRINTON EAST/STW,232,STW,1,13/07/2020,0.006,0.00102,0,0
BRADFORD ESHOLT/NO 2 STW,GRINTON WEST/STW,233,STW,1,13/07/2020,0.002,0.00034,0,0
YORK NABURN/STW,GROSMONT/STW,234,STW,1,13/07/2020,0.044,0.00748,0,0
BRADFORD ESHOLT/NO 2 STW,GUNNERSIDE/NO 2 STW,235,STW,1,13/07/2020,0.028,0.00476,0,0
BRADFORD ESHOLT/NO 2 STW,HACKFORTH/NO 2 STW,236,STW,1,13/07/2020,0.012,0.00204,0,0
LUNDWOOD/STW,HAIGH LANE/STW,237,STW,1,13/07/2020,0.004,0.00068,0,0
DEWSBURY/STW,HAIGH/STW,238,STW,1,13/07/2020,0.022,0.00374,0,0
BRIDLINGTON/STW,HAISTHORPE/STW,239,STW,1,13/07/2020,0.012,0.00204,0,0
HUDDERSFIELD/NO 2 STF,HALIFAX COPLEY/STW,240,STF/D,3,13/07/2020,27.84588149,13.33,0,0
BRADFORD ESHOLT/NO 2 STW,HALLAS BRIDGE/STW,241,STW,1,13/07/2020,0.004,0.00068,0,0
KNOSTROP/STW,HAMBLETON/STW,242,STW,1,13/07/2020,0.644,0.10948,0,0
HUDDERSFIELD/NO 2 STF,HARDEN/STW,243,STW,1,13/07/2020,0.002,0.00034,0,0
BRADFORD ESHOLT/NO 2 STW,HARDRAW/STW,244,STW,1,13/07/2020,0.008,0.00136,0,0
YORK NABURN/STW,HARDSTRUGGLE COTTAGE/STW,245,STW,1,13/07/2020,0.002,0.00034,0,0
BRADFORD ESHOLT/NO 2 STW,HARECROFT/STW,246,STW,1,13/07/2020,0.016,0.00272,0,0
KNOSTROP/STW,HARLEY/STW,247,STW,1,13/07/2020,0.09,0.0153,0,0
ALDWARKE/STW,HARLINGTON/STW,248,STW,1,13/07/2020,0.304,0.05168,0,0
YORK NABURN/STW,HAROME/STW,249,STW,1,13/07/2020,0.224,0.03808,0,0
BRADFORD ESHOLT/NO 2 STW,HARROGATE NORTH/STW,250,STF/T,2,13/07/2020,7.036,3.518,1,0
YORK NABURN/STW,HARROGATE SOUTH/STW,251,STF/D,3,13/07/2020,4.510997752,2.537,0,0
SANDALL/STW,HARTON/STW,252,STW,1,13/07/2020,0.012,0.00204,0,0
YORK NABURN/STW,HAWES/STW,253,STW,1,13/07/2020,0.188,0.03196,0,0
YORK NABURN/STW,HAXBY WALBUTTS/STW,254,STW,1,13/07/2020,2.884,0.49028,0,0
HULL/STW,HAYBURN WYKE HOTEL/STW,255,STW,1,13/07/2020,0.02,0.0034,0,0
YORK NABURN/STW,HAYTON/STW,256,STW,1,13/07/2020,0.008,0.00136,0,0
BRADFORD ESHOLT/NO 2 STW,HEALAUGH REETH/STW,257,STW,1,13/07/2020,0.006,0.00102,0,0
YORK NABURN/STW,HEALAUGH TADCASTER/STW,258,STW,1,13/07/2020,0.014,0.00238,0,0
BRADFORD ESHOLT/NO 2 STW,HEBDEN/STW,259,STW,1,13/07/2020,0.032,0.00544,0,0
HULL/STW,HEDON/STW,260,STW,1,13/07/2020,0.784,0.13328,0,0
YORK NABURN/STW,HELMSLEY/STW,261,STW,1,13/07/2020,0.256,0.04352,0,0
YORK NABURN/STW,HELPERBY/STW,262,STW,1,13/07/2020,0.096,0.01632,0,0
KNOSTROP/STW,HEMINGBROUGH/NO 2 STW,263,STW,1,13/07/2020,0.288,0.04896,0,0
BRADFORD ESHOLT/NO 2 STW,HETTON/STW,264,STW,1,13/07/2020,0.052,0.00884,0,0
BLACKBURN MEADOWS/STW,HIGH BRADFIELD/STW,265,STW,1,13/07/2020,0.006,0.00102,0,0
LUNDWOOD/STW,HIGH HOYLAND/STW,266,STW,1,13/07/2020,0.008,0.00136,0,0
KNOSTROP/STW,HIGH MELTON/STW,267,STW,1,13/07/2020,0.014,0.00238,0,0
HUDDERSFIELD/NO 2 STF,HIGH ROYD/NO 2 STW,268,STW,1,13/07/2020,1.478,0.25126,0,0
YORK NABURN/STW,HILL VIEW/STW,269,STW,1,13/07/2020,0.02,0.0034,0,0
KNOSTROP/STW,HILLAM/STW,270,STW,1,13/07/2020,0.268,0.04556,0,0
YORK NABURN/STW,HINDERWELL/STW,271,STW,1,13/07/2020,0.298,0.05066,0,0
BRADFORD ESHOLT/NO 2 STW,HOLLINGWELL HILL/STW,272,STW,1,13/07/2020,0.006,0.00102,0,0
HULL/STW,HOLLYM/STW,273,STW,1,13/07/2020,0.012,0.00204,0,0
LUNDWOOD/STW,HOLME HOUSE/STW,274,STW,1,13/07/2020,0.02,0.0034,0,0
YORK NABURN/STW,HOLME ON SPALDING MR/STW,275,STW,1,13/07/2020,0.424,0.07208,0,0
HULL/STW,HOLME ON THE WOLDS/STW,276,STW,1,13/07/2020,0.004,0.00068,0,0
OLD WHITTINGTON/STW,HOLMESFIELD/STW,277,STW,1,13/07/2020,0.064,0.01088,0,0
HULL/STW,HOLMPTON/STW,278,STW,1,13/07/2020,0.01,0.0017,0,0
YORK NABURN/STW,HOLTBY/STW,279,STW,1,13/07/2020,0.02,0.0034,0,0
LUNDWOOD/STW,HOOD GREEN/STW,280,STW,1,13/07/2020,0.03,0.0051,0,0
SANDALL/STW,HOOK/STW,281,STW,1,13/07/2020,0.128,0.02176,0,0
KNOSTROP/STW,HOOTON PAGNELL/STW,282,STW,1,13/07/2020,0.028,0.00476,0,0
ALDWARKE/STW,HOOTON ROBERTS/STW,283,STW,1,13/07/2020,0.018,0.00306,0,0
DEWSBURY/STW,HORBURY/STW,284,STW,1,13/07/2020,2.204,0.37468,0,0
BRADFORD ESHOLT/NO 2 STW,HORNBY/STW,285,STW,1,13/07/2020,0.006,0.00102,0,0
HULL/STW,HORNSEA/STW,286,STF/T,2,13/07/2020,1.4,0.7,1,0
CALDER VALE/STW,HORSE + GROOM/STW,287,STW,1,13/07/2020,0.002,0.00034,0,0
BRADFORD ESHOLT/NO 2 STW,HORSEHOUSE/STW,288,STW,1,13/07/2020,0.006,0.00102,0,0
YORK NABURN/STW,HOVINGHAM/STW,289,STW,1,13/07/2020,0.056,0.00952,0,0
HULL/STW,HOWDEN/STW,290,STW,1,13/07/2020,0.756,0.12852,0,0
BRADFORD ESHOLT/NO 2 STW,HOWE/STW,291,STW,1,13/07/2020,0.002,0.00034,0,0
YORK NABURN/STW,HOWSHAM/STW,292,STW,1,13/07/2020,0.004,0.00068,0,0
LUNDWOOD/STW,HOYLANDSWAINE/STW,293,STW,1,13/07/2020,0.138,0.02346,0,0
BRADFORD ESHOLT/NO 2 STW,HUDSWELL/STW,294,STW,1,13/07/2020,0.038,0.00646,0,0
HULL/STW,HUGGATE/STW,295,STW,1,13/07/2020,0.03,0.0051,0,0
HULL/STW,HULL/STW,296,STC,4,13/07/2020,64.8,33.736,12.4,19.8
HULL/STW,HUMBLETON/STW,297,STW,1,13/07/2020,0.01,0.0017,0,0
OLD WHITTINGTON/STW,HUNDALL/STW,298,STW,1,13/07/2020,0.004,0.00068,0,0
HULL/STW,HUNMANBY/STW,299,STW,1,13/07/2020,0.386,0.06562,0,0
YORK NABURN/STW,HUNSINGORE/STW,300,STW,1,13/07/2020,0.032,0.00544,0,0
BRADFORD ESHOLT/NO 2 STW,HUNTON/STW,301,STW,1,13/07/2020,0.054,0.00918,0,0
YORK NABURN/STW,HUSTHWAITE/STW,302,STW,1,13/07/2020,0.05,0.0085,0,0
YORK NABURN/STW,HUTTON LE HOLE/STW,303,STW,1,13/07/2020,0.022,0.00374,0,0
YORK NABURN/STW,HUTTONS AMBO/STW,304,STW,1,13/07/2020,0.02,0.0034,0,0
BRADFORD ESHOLT/NO 2 STW,ILKLEY/STW,305,STW,1,13/07/2020,2.142,0.36414,0,0
LUNDWOOD/STW,INGBIRCHWORTH/BIO STW,306,STW,1,13/07/2020,0.002,0.00034,0,0
DEWSBURY/STW,INGBIRCHWORTH/NO 2 STW,307,STW,1,13/07/2020,1.674,0.28458,0,0
BRADFORD ESHOLT/NO 2 STW,INGLEBY ARNCLIFFE/STW,308,STW,1,13/07/2020,0.034,0.00578,0,0
BRADFORD ESHOLT/NO 2 STW,KEARBY/STW,309,STW,1,13/07/2020,0.132,0.02244,0,0
BRADFORD ESHOLT/NO 2 STW,KEIGHLEY MARLEY/STW,310,STW,1,13/07/2020,15.174,2.57958,0,0
BRADFORD ESHOLT/NO 2 STW,KELD/STW,311,STW,1,13/07/2020,0.006,0.00102,0,0
YORK NABURN/STW,KELDSYKE/STW,312,STW,1,13/07/2020,0.02,0.0034,0,0
YORK NABURN/STW,KELFIELD/STW,313,STW,1,13/07/2020,0.238,0.04046,0,0
BRADFORD ESHOLT/NO 2 STW,KETTLEWELL/STW,314,STW,1,13/07/2020,0.058,0.00986,0,0
YORK NABURN/STW,KEXBY/STW,315,STW,1,13/07/2020,0.008,0.00136,0,0
HULL/STW,KEYINGHAM/STW,316,STW,1,13/07/2020,0.322,0.05474,0,0
BRADFORD ESHOLT/NO 2 STW,KILBURN/STW,317,STW,1,13/07/2020,0.028,0.00476,0,0
HULL/STW,KILHAM/STW,318,STW,1,13/07/2020,0.138,0.02346,0,0
BRADFORD ESHOLT/NO 2 STW,KILLINGHALL/STW,319,STW,1,13/07/2020,0.474,0.08058,0,0
CALDER VALE/STW,KINGS ARMS/STW,320,STW,1,13/07/2020,0.002,0.00034,0,0
BRADFORD ESHOLT/NO 2 STW,KIRBY KNOWLE/STW,321,STW,1,13/07/2020,0.002,0.00034,0,0
YORK NABURN/STW,KIRBY MISPERTON/STW,322,STW,1,13/07/2020,0.026,0.00442,0,0
BRADFORD ESHOLT/NO 2 STW,KIRBY SIGSTON/STW,323,STW,1,13/07/2020,0.02,0.0034,0,0
BRADFORD ESHOLT/NO 2 STW,KIRK HAMMERTON/STW,324,STW,1,13/07/2020,0.254,0.04318,0,0
KNOSTROP/STW,KIRK SMEATON/STW,325,STW,1,13/07/2020,0.104,0.01768,0,0
BRADFORD ESHOLT/NO 2 STW,KIRKBY FLEETHAM/STW,326,STW,1,13/07/2020,0.056,0.00952,0,0
BRADFORD ESHOLT/NO 2 STW,KIRKBY MALHAM/STW,327,STW,1,13/07/2020,0.012,0.00204,0,0
BRADFORD ESHOLT/NO 2 STW,KIRKBY MALZEARD/STW,328,STW,1,13/07/2020,0.274,0.04658,0,0
YORK NABURN/STW,KIRKBYMOORSIDE/STW,329,STW,1,13/07/2020,0.404,0.06868,0,0
BRADFORD ESHOLT/NO 2 STW,KIRKLINGTON/STW,330,STW,1,13/07/2020,0.03,0.0051,0,0
LUNDWOOD/STW,KNABBS LANE/STW,331,STW,1,13/07/2020,0.002,0.00034,0,0
BRADFORD ESHOLT/NO 2 STW,KNARESBOROUGH/STW,332,STW,1,13/07/2020,2.248,0.38216,0,0
KNOSTROP/STW,KNOSTROP/STW,333,STC,4,13/07/2020,115,54.334,21.7,44
BRADFORD ESHOLT/NO 2 STW,LANE HEAD/STW,334,STW,1,13/07/2020,0.004,0.00068,0,0
LUNDWOOD/STW,LANGSETT/STW,335,STW,1,13/07/2020,0.008,0.00136,0,0
BRADFORD ESHOLT/NO 2 STW,LANGTHORNE/NO 2 STW,336,STW,1,13/07/2020,0.002,0.00034,0,0
BRADFORD ESHOLT/NO 2 STW,LANGTHWAITE/STW,337,STW,1,13/07/2020,0.014,0.00238,0,0
HULL/STW,LANGTOFT/STW,338,STW,1,13/07/2020,0.068,0.01156,0,0
YORK NABURN/STW,LASTINGHAM/STW,339,STW,1,13/07/2020,0.022,0.00374,0,0
KNOSTROP/STW,LEA BROOK/STW,340,STW,1,13/07/2020,0.01,0.0017,0,0
YORK NABURN/STW,LEALHOLM/STW,341,STW,1,13/07/2020,0.02,0.0034,0,0
YORK NABURN/STW,LEAVENING/STW,342,STW,1,13/07/2020,0.044,0.00748,0,0
HULL/STW,LECONFIELD/STW,343,STW,1,13/07/2020,0.264,0.04488,0,0
HUDDERSFIELD/NO 2 STF,LEE LANE/STW,344,STW,1,13/07/2020,0.012,0.00204,0,0
BRADFORD ESHOLT/NO 2 STW,LEEMING BAR/STW,345,STW,1,13/07/2020,1.398,0.23766,0,0
BRADFORD ESHOLT/NO 2 STW,LEIGHTON COTTAGES/STW,346,STW,1,13/07/2020,0.02,0.0034,0,0
HULL/STW,LELLEY/STW,347,STW,1,13/07/2020,0.006,0.00102,0,0
KNOSTROP/STW,LEMONROYD/STW,348,STF/T,2,13/07/2020,4.758,2.379,1,0
HULL/STW,LEVEN/STW,349,STW,1,13/07/2020,0.33,0.0561,0,0
BRADFORD ESHOLT/NO 2 STW,LEYBURN/STW,350,STW,1,13/07/2020,0.5,0.085,0,0
SANDALL/STW,LINDHOLME/STW,351,STW,1,13/07/2020,0.384,0.06528,0,0
BRADFORD ESHOLT/NO 2 STW,LINDLEY LODGE/STW,352,STW,1,13/07/2020,0.02,0.0034,0,0
YORK NABURN/STW,LINTON ON OUSE/STW,353,STW,1,13/07/2020,0.314,0.05338,0,0
YORK NABURN/STW,LITTLE BARUGH/STW,354,STW,1,13/07/2020,0.006,0.00102,0,0
HUDDERSFIELD/NO 2 STF,LITTLE LEPTON/STW,355,STW,1,13/07/2020,0.004,0.00068,0,0
HUDDERSFIELD/NO 2 STF,LIVERSEDGE CEMETERY/2 STW,356,STW,1,13/07/2020,0.02,0.0034,0,0
HULL/STW,LOCKINGTON/STW,357,STW,1,13/07/2020,0.136,0.02312,0,0
YORK NABURN/STW,LOCKTON/STW,358,STW,1,13/07/2020,0.004,0.00068,0,0
BRADFORD ESHOLT/NO 2 STW,LOFTHOUSE/STW,359,STW,1,13/07/2020,0.02,0.0034,0,0
BLACKBURN MEADOWS/STW,LONG LANE/STW,360,STF/T,2,13/07/2020,3.14,1.57,1,0
BRADFORD ESHOLT/NO 2 STW,LONG MARSTON/STW,361,STW,1,13/07/2020,0.074,0.01258,0,0
HULL/STW,LONG RISTON NORTH/STW,362,STW,1,13/07/2020,0.104,0.01768,0,0
BRADFORD ESHOLT/NO 2 STW,LOTHERSDALE/STW,363,STW,1,13/07/2020,0.044,0.00748,0,0
BRADFORD ESHOLT/NO 2 STW,LOVESOME HILL/STW,364,STW,1,13/07/2020,0.02,0.0034,0,0
KNOSTROP/STW,LOW COMMON/STW,365,STW,1,13/07/2020,0.01,0.0017,0,0
LUNDWOOD/STW,LUNDWOOD/STW,366,STC,4,13/07/2020,12,5.666,3.1,0
BRADFORD ESHOLT/NO 2 STW,MALHAM/NO 2 STW,367,STW,1,13/07/2020,0.032,0.00544,0,0
YORK NABURN/STW,MALTON/STW,368,STF/T,2,13/07/2020,6.96,1.62,4,0
HULL/STW,MANOR HOUSE/STW,369,STW,1,13/07/2020,0.02,0.0034,0,0
YORK NABURN/STW,MARKET WEIGHTON/NO 2 STW,370,STF/T,2,13/07/2020,1.04,0.52,1,0
BRADFORD ESHOLT/NO 2 STW,MARKINGTON/STW,371,STW,1,13/07/2020,0.084,0.01428,0,0
BRADFORD ESHOLT/NO 2 STW,MARSKE/STW,372,STW,1,13/07/2020,0.006,0.00102,0,0
BRADFORD ESHOLT/NO 2 STW,MARTON LE MOOR/STW,373,STW,1,13/07/2020,0.026,0.00442,0,0
YORK NABURN/STW,MARTON/STW,374,STW,1,13/07/2020,0.008,0.00136,0,0
BRADFORD ESHOLT/NO 2 STW,MASHAM/STW,375,STW,1,13/07/2020,0.398,0.06766,0,0
BRADFORD ESHOLT/NO 2 STW,MAUNBY/STW,376,STW,1,13/07/2020,0.12,0.0204,0,0
YORK NABURN/STW,MELBOURNE/STW,377,STW,1,13/07/2020,0.378,0.06426,0,0
HUDDERSFIELD/NO 2 STF,MELTHAM/STW,378,STW,1,13/07/2020,1.116,0.18972,0,0
SANDALL/STW,MELTON COLLEGE/STW,379,STW,1,13/07/2020,0.562,0.09554,0,0
HULL/STW,MELTON/STW,380,STW,1,13/07/2020,1.734,0.29478,0,0
ALDWARKE/STW,MEXBORO SWINTON/STW,381,STF/T,2,13/07/2020,2.482,1.241,1,0
YORK NABURN/STW,MICKLEBY/STW,382,STW,1,13/07/2020,0.018,0.00306,0,0
KNOSTROP/STW,MICKLEFIELD/NO 2 STW,383,STW,1,13/07/2020,0.276,0.04692,0,0
BRADFORD ESHOLT/NO 2 STW,MIDDLESMOOR/STW,384,STW,1,13/07/2020,0.012,0.00204,0,0
BRADFORD ESHOLT/NO 2 STW,MIDDLETON QUERNHOW/STW,385,STW,1,13/07/2020,0.002,0.00034,0,0
BRADFORD ESHOLT/NO 2 STW,MIDDLETON TYAS/NO 2 STW,386,STW,1,13/07/2020,0.09,0.0153,0,0
HULL/STW,MIDDLETON WOLDS/STW,387,STW,1,13/07/2020,0.11,0.0187,0,0
LUNDWOOD/STW,MIDHOPESTONES/STW,388,STW,1,13/07/2020,0.002,0.00034,0,0
LUNDWOOD/STW,MONKTON COLLIERY/NO 2 STW,389,STW,1,13/07/2020,0.002,0.00034,0,0
YORK NABURN/STW,MOOR MONKTON/STW,390,STW,1,13/07/2020,0.002,0.00034,0,0
BRADFORD ESHOLT/NO 2 STW,MOORCOCK INN/STW,391,STW,1,13/07/2020,0.108,0.01836,0,0
BRADFORD ESHOLT/NO 2 STW,MORTON ON SWALE/STW,392,STW,1,13/07/2020,0.014,0.00238,0,0
BRADFORD ESHOLT/NO 2 STW,MOULTON/STW,393,STW,1,13/07/2020,0.014,0.00238,0,0
BRADFORD ESHOLT/NO 2 STW,MUKER/NO 2 STW,394,STW,1,13/07/2020,0.016,0.00272,0,0
BRADFORD ESHOLT/NO 2 STW,MYTON ON SWALE/NO 2 STW,395,STW,1,13/07/2020,0.01,0.0017,0,0
HULL/STW,NAFFERTON/STW,396,STW,1,13/07/2020,0.36,0.0612,0,0
HUDDERSFIELD/NO 2 STF,NEILEY/STW,397,STF/D,3,13/07/2020,3.38076921,2.733,0,0
BRADFORD ESHOLT/NO 2 STW,NESFIELD/STW,398,STW,1,13/07/2020,0.002,0.00034,0,0
BRADFORD ESHOLT/NO 2 STW,NETHER SILTON/STW,399,STW,1,13/07/2020,0.008,0.00136,0,0
HULL/STW,NEW ELLERBY/STW,400,STW,1,13/07/2020,0.026,0.00442,0,0
YORK NABURN/STW,NEWHOLM/STW,401,STW,1,13/07/2020,0.016,0.00272,0,0
BRADFORD ESHOLT/NO 2 STW,NEWSHAM/STW,402,STW,1,13/07/2020,0.04,0.0068,0,0
BRADFORD ESHOLT/NO 2 STW,NEWTON LE WILLOWS/STW,403,STW,1,13/07/2020,0.076,0.01292,0,0
